Year,Month,Day,Hour,Minute,EMASignal,isPivot,CHOCH_pattern_detected,fibonacci_signal,LBD_detected,LBH_detected,SR_signal,isBreakOut,candlestick_signal,Trend,signal1,buy_signal,sell_signal,BB_signal,fractal_high,fractal_low,fractals_high,fractals_low,buy_signal1,Fractal_signal,sell_signal1,VSignal,PriceSignal,TotSignal,SLSignal,grid_signal,ordersignal,SLSignal_heiken,long_signal,martiangle_signal,Candle_direction,master_signal
2024,7,26,15,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,1,1,2,0,0,1,0,0
2024,7,26,15,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,1,1,2,0,0,0,0,0
2024,7,26,15,53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,1,1,2,0,0,1,0,2
2024,7,26,15,54,1,0,0,1,0,0,0,1,2,0,2,0,0,0,1,1,1,1,0,2,0,1,0,0,1,0,2,0,0,1,1,1
2024,7,26,15,55,1,0,2,1,0,0,0,1,2,0,0,1,0,1,1,1,1,1,0,2,0,0,0,0,1,0,2,0,0,0,1,0
2024,7,26,15,56,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,2,0,1,1,1,1,1,2,0,0,1,0,0
2024,7,26,15,57,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2,0,1,0,0,1,0,2,0,0,0,0,5
2024,7,26,15,58,1,0,0,0,0,0,0,1,2,2,2,1,0,1,1,1,1,1,0,2,0,1,0,0,1,1,2,0,0,1,1,4
2024,7,26,15,59,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,2,0,1,0,0,1,0,2,0,0,0,1,3
2024,7,26,16,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,2,0,1,0,0,1,0,2,0,0,1,1,2
2024,7,26,16,1,1,0,0,0,0,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,2,0,0,1,1,1
2024,7,26,16,2,1,0,0,0,0,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,2,0,0,0,1,0
2024,7,26,16,3,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,2,0,0,1,0,3
2024,7,26,16,4,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,2,0,0,0,1,2
2024,7,26,16,5,2,0,0,2,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,1,1,1
2024,7,26,16,6,2,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,0,1,0
2024,7,26,16,7,2,0,0,2,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,2,0,2,0,0,1,0,0
2024,7,26,16,8,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,1,0,0
2024,7,26,16,9,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,1,0,0,0,1,0,1
2024,7,26,16,10,2,0,0,0,0,0,0,1,2,0,2,0,0,0,1,1,1,1,0,1,0,1,1,2,2,0,0,0,0,0,1,0
2024,7,26,16,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2,1,2,0,0,0,0,1
2024,7,26,16,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2,1,2,0,0,1,1,0
